Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2016","2016","t","8037872.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2017","2017","ha","1806572","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2017","2017","kg/ha","3856.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2017","2017","t","6966465","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2018","2018","ha","1821730","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2018","2018","kg/ha","3899.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2018","2018","t","7104650","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2019","2019","ha","1754640","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2019","2019","kg/ha","3840.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2019","2019","t","6739470","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2020","2020","ha","1711220","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2020","2020","kg/ha","3924.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2020","2020","t","6716180","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2021","2021","ha","1726610","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2021","2021","kg/ha","4224.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2021","2021","t","7294570","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2022","2022","ha","1776730","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2022","2022","kg/ha","3720","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2022","2022","t","6609520","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0111","Wheat","2023","2023","ha","1867560","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0111","Wheat","2023","2023","kg/ha","3691.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0111","Wheat","2023","2023","t","6894470","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2000","2000","ha","217899","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2000","2000","kg/ha","4192.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2000","2000","t","913587","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2001","2001","ha","217691","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2001","2001","kg/ha","4832.1","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2001","2001","t","1051898","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2002","2002","ha","216642","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2002","2002","kg/ha","4202.2","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2002","2002","t","910383","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2003","2003","ha","213385","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2003","2003","kg/ha","4659.6","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2003","2003","t","994287","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2004","2004","ha","208956","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2004","2004","kg/ha","4819.2","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2004","2004","t","1006998","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2005","2005","ha","204494","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2005","2005","kg/ha","4758.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2005","2005","t","973117","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2006","2006","ha","199313","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2006","2006","kg/ha","5059.2","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2006","2006","t","1008364","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2007","2007","ha","193988","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2007","2007","kg/ha","4157.4","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2007","2007","t","806486","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2008","2008","ha","187800","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2008","2008","kg/ha","3998.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2008","2008","t","750924","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2009","2009","ha","181197","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2009","2009","kg/ha","4330.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2009","2009","t","784668","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2010","2010","ha","180079","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2010","2010","kg/ha","5260.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2010","2010","t","947299","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2011","2011","ha","179472","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2011","2011","kg/ha","4159.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2011","2011","t","746512","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2012","2012","ha","179469","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2012","2012","kg/ha","4689.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2012","2012","t","841619","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2013","2013","ha","179505","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2013","2013","kg/ha","4611.3","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2013","2013","t","827745","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2014","2014","ha","178986","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2014","2014","kg/ha","4573.1","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2014","2014","t","818512","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2015","2015","ha","178957","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2015","2015","kg/ha","5222.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2015","2015","t","934633","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2016","2016","ha","174976","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2016","2016","kg/ha","4422.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2016","2016","t","773904","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2017","2017","ha","178884","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2017","2017","kg/ha","4855.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2017","2017","t","868635","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2018","2018","ha","178780","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2018","2018","kg/ha","4486.4","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2018","2018","t","802080","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2019","2019","ha","175650","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2019","2019","kg/ha","4923.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2019","2019","t","864850","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2020","2020","ha","175670","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2020","2020","kg/ha","4857.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2020","2020","t","853380","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2021","2021","ha","175620","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2021","2021","kg/ha","5567","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2021","2021","t","977670","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2022","2022","ha","175790","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2022","2022","kg/ha","5139.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2022","2022","t","903510","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01330","Grapes","2023","2023","ha","175810","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01330","Grapes","2023","2023","kg/ha","5686.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01330","Grapes","2023","2023","t","999740","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2000","2000","ha","152504","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","5780.8","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2000","2000","t","881589","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2001","2001","ha","154786","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","5892.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2001","2001","t","912143","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2002","2002","ha","140124","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","5728.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2002","2002","t","802707","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2003","2003","ha","141440","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","5683.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2003","2003","t","803897","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2004","2004","ha","137349","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","5786.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2004","2004","t","794819","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2005","2005","ha","109906","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","4680.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2005","2005","t","514415","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2006","2006","ha","102603","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","5288.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2006","2006","t","542620","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2007","2007","ha","105615","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","5841.2","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2007","2007","t","616917","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2008","2008","ha","110877","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","6327.8","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2008","2008","t","701606","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2009","2009","ha","94727","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","6693.6","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2009","2009","t","634069","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2010","2010","ha","90371","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","6929.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2010","2010","t","626222","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2011","2011","ha","99983","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","8104","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2011","2011","t","810267","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2012","2012","ha","102197","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","8304.2","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2012","2012","t","848666","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2013","2013","ha","111792","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","8314.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2013","2013","t","929538","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","107642","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","8333.1","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2014","2014","t","896995","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","97911","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","8452","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2015","2015","t","827544","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","88614","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","8019.4","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2016","2016","t","710634","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","86520","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","8612.1","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2017","2017","t","745123","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","83360","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","8563.6","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2018","2018","t","713860","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","77020","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","9804.3","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2019","2019","t","755130","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","72990","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","9345","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2020","2020","t","682090","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","74470","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","10104.6","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2021","2021","t","752490","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","74640","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","9619.4","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2022","2022","t","717990","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","75390","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","10176.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","0112","Maize (corn)","2023","2023","t","767210","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2000","2000","ha","367351","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2000","2000","kg/ha","474.8","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2000","2000","t","174418","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2001","2001","ha","361606","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2001","2001","kg/ha","642.3","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2001","2001","t","232250","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2002","2002","ha","354040","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2002","2002","kg/ha","630.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2002","2002","t","223298","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2003","2003","ha","350064","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2003","2003","kg/ha","696.6","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2003","2003","t","243865","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2004","2004","ha","347276","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2004","2004","kg/ha","896.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2004","2004","t","311330","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2005","2005","ha","348426","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2005","2005","kg/ha","605.8","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2005","2005","t","211070","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2006","2006","ha","347901","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2006","2006","kg/ha","1069.3","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2006","2006","t","372012","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2007","2007","ha","347369","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2007","2007","kg/ha","608.1","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2007","2007","t","211230","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2008","2008","ha","347140","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2008","2008","kg/ha","990.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2008","2008","t","343971","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2009","2009","ha","344199","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2009","2009","kg/ha","1228.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2009","2009","t","422978","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2010","2010","ha","343219","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2010","2010","kg/ha","1297.4","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2010","2010","t","445301","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2011","2011","ha","345683","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2011","2011","kg/ha","1503.6","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2011","2011","t","519780","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2012","2012","ha","347292","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2012","2012","kg/ha","1237.9","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2012","2012","t","429922","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2013","2013","ha","351770","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2013","2013","kg/ha","1852.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2013","2013","t","651741","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2014","2014","ha","352350","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2014","2014","kg/ha","1292.4","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2014","2014","t","455374","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2015","2015","ha","351340","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2015","2015","kg/ha","2057.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2015","2015","t","722893","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2016","2016","ha","356183","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2016","2016","kg/ha","1336.4","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2016","2016","t","476003","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2017","2017","ha","358276","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2017","2017","kg/ha","2445.6","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2017","2017","t","876215","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2018","2018","ha","361180","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2018","2018","kg/ha","2044.8","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2018","2018","t","738550","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2019","2019","ha","378390","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2019","2019","kg/ha","2481.8","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2019","2019","t","939070","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2020","2020","ha","380850","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2020","2020","kg/ha","1930.8","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2020","2020","t","735350","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2021","2021","ha","380410","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2021","2021","kg/ha","3616.5","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2021","2021","t","1375750","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5312","Area harvested","01450","Olives","2022","2022","ha","379570","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5412","Yield","01450","Olives","2022","2022","kg/ha","2085.7","A","Official figure",""
"QCL","Crops and livestock products","620","Portugal","5510","Production","01450","Olives","2022","2022","t","791660","A","Official figure",""
